CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;CNPJ_ADMIN;ADMIN;CONDOM;FUNDO_EXCLUSIVO;COTST_INTERESSE;TAB_I_VL_ATIVO;TAB_I1_VL_DISP;TAB_I2_VL_CARTEIRA;TAB_I2A_VL_DIRCRED_RISCO;TAB_I2A1_VL_CRED_VENC_AD;TAB_I2A2_VL_CRED_VENC_INAD;TAB_I2A21_VL_TOTAL_PARCELA_INAD;TAB_I2A3_VL_CRED_INAD;TAB_I2A4_VL_CRED_DIRCRED_PERFM;TAB_I2A5_VL_CRED_VENCIDO_PENDENTE;TAB_I2A6_VL_CRED_EMP_RECUP;TAB_I2A7_VL_CRED_RECEITA_PUBLICA;TAB_I2A8_VL_CRED_ACAO_JUDIC;TAB_I2A9_VL_CRED_FATOR_RISCO;TAB_I2A10_VL_CRED_DIVERSO;TAB_I2A11_VL_REDUCAO_RECUP;TAB_I2B_VL_DIRCRED_SEM_RISCO;TAB_I2B1_CPF_CNPJ_CEDENTE_1;TAB_I2B1_PR_CEDENTE_1;TAB_I2B1_CPF_CNPJ_CEDENTE_2;TAB_I2B1_PR_CEDENTE_2;TAB_I2B1_CPF_CNPJ_CEDENTE_3;TAB_I2B1_PR_CEDENTE_3;TAB_I2B1_CPF_CNPJ_CEDENTE_4;TAB_I2B1_PR_CEDENTE_4;TAB_I2B1_CPF_CNPJ_CEDENTE_5;TAB_I2B1_PR_CEDENTE_5;TAB_I2B1_CPF_CNPJ_CEDENTE_6;TAB_I2B1_PR_CEDENTE_6;TAB_I2B1_CPF_CNPJ_CEDENTE_7;TAB_I2B1_PR_CEDENTE_7;TAB_I2B1_CPF_CNPJ_CEDENTE_8;TAB_I2B1_PR_CEDENTE_8;TAB_I2B1_CPF_CNPJ_CEDENTE_9;TAB_I2B1_PR_CEDENTE_9;TAB_I2C_VL_VLMOB;TAB_I2C1_VL_DEBENTURE;TAB_I2C2_VL_CRI;TAB_I2C3_VL_NP_COMERC;TAB_I2C4_VL_LETRA_FINANC;TAB_I2C5_VL_COTA_FUNDO_ICVM555;TAB_I2C6_VL_OUTRO;TAB_I2D_VL_TITPUB_FED;TAB_I2E_VL_CDB;TAB_I2F_VL_OPER_COMPROM;TAB_I2G_VL_OUTRO_RF;TAB_I2H_VL_COTA_FIDC;TAB_I2I_VL_COTA_FIDC_NP;TAB_I2J_VL_CONTRATO_FUTURO;TAB_I3_VL_POSICAO_DERIV;TAB_I3A_VL_MERCADO_TERMO;TAB_I3B_VL_MERCADO_OPCAO;TAB_I3C_VL_MERCADO_FUTURO;TAB_I3D_VL_DIFER_SWAP;TAB_I3E_VL_COBERTURA;TAB_I3F_VL_DEPOSITO_MARGEM;TAB_I4_VL_OUTRO_ATIVO;TAB_I4A_VL_CPRAZO;TAB_I4B_VL_LPRAZO
21.862.216/0001-36;GESTOR TRUST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2019-03-31;03.751.794/0001-13;TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;ABERTO;N;N;4139527.61;1189.67;4094957.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2550149.44;;0.00;0;;0;;0;;0;;0;;0;;0;;0;;1341397.41;0.00;0.00;0.00;0.00;1341397.41;0.00;53108.65;0.00;150301.78;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;43380.66;43380.65;0.01
21.862.590/0001-31;ZEMA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-03-31;62.318.407/0001-19;SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;FECHADO;N;S;108918943.93;5677.74;108913266.19;99104753.77;78237298.48;22812474.21;4804409.66;13021029.79;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14966048.71;0.00;;;;;;;;;;;;;;;;;;;9808512.42;0.00;0.00;0.00;0.00;9808512.42;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
21.888.857/0001-60;OS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL;2019-03-31;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;FECHADO;N;N;14270498.99;1.00;14270497.99;13977649.24;13841470.74;0.00;0.00;209282.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;73103.57;0.00;;;;;;;;;;;;;;;;;;;284678.18;0.00;0.00;0.00;0.00;284678.18;0.00;8170.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
21.911.429/0001-00;OMNI FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADOS 1;2019-03-31;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.;FECHADO;N;N;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
21.917.325/0001-03;LABRADOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;N;46085682.02;4843.54;46073994.58;3714719.48;0.00;3939257.25;43109.73;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;224537.77;0.00;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;33397937.20;33397937.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8961337.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6843.90;0.00;6843.90
22.003.546/0001-39;BRL PARTNERS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS  NÃO PADRONIZADOS;2019-03-31;02.671.743/0001-19;CM CAPITAL MARKETS DTVM LTDA;FECHADO;N;N;74005239.70;48411.70;70605027.59;70605027.59;0.00;0.00;0.00;70605027.59;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3351800.41;3351800.41;0.00
22.003.571/0001-12;INVESTOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;ABERTO;N;N;5215693.60;6694.35;5122357.18;5065935.58;4527760.85;294517.34;98513.58;591005.36;0.00;0.00;0.00;0.00;0.00;0.00;0.00;347347.97;0.00;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16341.12;0.00;40080.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;86642.07;86642.07;0.00
22.061.694/0001-00;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BREOF REAL ESTATE CREDIT;2019-03-31;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;FECHADO;N;S;51692918.77;1370.95;50747370.80;39030131.50;46596863.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7566731.56;0.00;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;11717239.30;0.00;0.00;0.00;0.00;11717239.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;944177.02;0.00;944177.02
22.101.473/0001-18;LITUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2019-03-31;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;FECHADO;N;N;8372177.96;97564.54;8150864.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5530456.15;;;;;;;;;;;;;;;;;;;2608255.13;0.00;0.00;0.00;0.00;2608255.13;0.00;12152.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;123749.25;123749.25;0.00
22.159.843/0001-78;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS BARZEL;2019-03-31;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.;FECHADO;S;S;962084282.19;3329.84;962080952.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;958211036.26;33611500000119;4.08;60664810000174;3.75;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3760080.16;0.00;109835.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
22.175.345/0001-19;FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS VIA MULTICREDITO;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;ABERTO;N;N;36233922.59;4691.76;36229230.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;363728.57;0.00;40080.48;0.00;35825421.78;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
22.175.405/0001-01;MR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;ABERTO;N;N;46074465.42;7916.75;44333376.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;41289079.24;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;2508291.98;0.00;0.00;0.00;0.00;2508291.98;0.00;155240.68;0.00;380764.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1733172.26;1733172.26;0.00
22.235.997/0001-00;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS ABERTO EAN;2019-03-31;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;ABERTO;N;S;65183788.75;2000.00;45289848.88;42929053.16;47216098.66;0.00;0.00;12386169.15;0.00;600000.03;0.00;0.00;0.00;0.00;0.00;17273214.68;0.00;;;;;;;;;;;;;;;;;;;2360795.72;0.00;0.00;0.00;0.00;2360795.72;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;19891939.87;0.00;19891939.87
22.282.851/0001-07;VIRGÍNIA FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;ABERTO;N;N;11358927.00;9969.37;11348957.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0;;0;;0;;0;;0;;0;;0;;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20047.46;0.00;60120.71;0.00;11268789.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
22.358.482/0001-99;AFINITTY MF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;ABERTO;N;N;43320103.24;8256.43;43311845.79;42143218.85;0.00;52138092.30;26235813.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9994873.45;0.00;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;266816.25;0.00;901810.69;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.02;0.00;1.02
22.397.286/0001-23;INVESTHOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2019-03-31;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;FECHADO;N;S;14197203.11;166689.26;13971797.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10113264.46;;;;;;;;;;;;;;;;;;;3798798.32;0.00;0.00;0.00;0.00;3798798.32;0.00;59734.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;58716.10;58716.10;0.00
22.397.315/0001-57;BLUMENAU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2019-03-31;33.886.862/0001-12;MAXIMA S/A CCTVM;FECHADO;N;N;6448467.14;10674.36;6219615.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6156009.32;7206989000133;36.97;5258300000199;27.81;17179941000137;17.23;85309557000161;14.11;8486103000115;10.16;;;;;;;;;3871.46;0.00;0.00;0.00;0.00;3871.46;0.00;59734.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;218177.03;218177.03;0.00
22.406.927/0001-69;INVESTCON FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;N;8256942.53;5319.11;7393869.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5720767.49;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;1347600.79;0.00;0.00;0.00;0.00;1347600.79;0.00;44938.09;0.00;280563.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;857753.72;857753.72;0.00
22.415.372/0001-11;FUNDO DE RECUPERAÇÃO DE ATIVOS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2019-03-31;05.389.174/0001-01;MODAL  D.T.V.M. LTDA;FECHADO;N;S;368911873.47;173359.77;368736689.30;356957253.46;0.00;0.00;0.00;0.00;147635422.25;209321831.21;0.00;204079961.35;5241869.86;0.00;0.00;0.00;0.00;;;;;;;;;;;;;;;;;;;3344.49;0.00;0.00;0.00;0.00;0.00;3344.49;10244744.24;0.00;1531347.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1824.40;1824.40;0.00
22.483.823/0001-58;DRIVER BRASIL THREE BANCO VOLKSWAGEN FIDC FINANCIAMENTO DE VEÍCULOS;2019-03-31;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;FECHADO;N;N;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0;;0;;0;;0;;0;;0;;0;;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
22.514.683/0001-38;FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS EVEREST;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;N;27262352.45;12110.13;27244693.82;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;27244693.82;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5548.50;5548.50;0.00
22.588.302/0001-65;ONE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-03-31;02.671.743/0001-19;CM CAPITAL MARKETS DTVM LTDA;ABERTO;N;N;252397023.55;5842392.79;238913344.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;234582442.47;;;;;;;;;;;;;;;;;;;3138000.00;0.00;0.00;0.00;0.00;3138000.00;0.00;1192902.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7641286.25;7641286.25;0.00
22.712.680/0001-09;SUPREMO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;N;4967337.07;18136.08;4903955.36;4848202.71;4210488.90;446531.07;44917.28;195815.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4632.37;0.00;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;55752.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;45245.63;43402.57;1843.06
22.712.704/0001-20;VALER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;ABERTO;N;N;93182039.13;10690.22;71529236.88;2619.79;0.00;0.00;0.00;12111.82;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9492.03;60332496.42;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;6448475.91;0.00;0.00;0.00;0.00;6448475.91;0.00;477879.83;0.00;1012032.00;3255732.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;21642112.03;20528663.51;1113448.52
22.712.747/0001-05;PROLOJ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;N;482547.24;12281.02;469760.72;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;453419.60;9568789000156;55.32;76780378000206;44.44;0;;0;;0;;0;;0;;0;;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16341.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;505.50;505.50;0.00
22.753.477/0001-80;PJUS PRECATÓRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-03-31;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;FECHADO;S;S;64413959.31;1385.96;64398956.60;63341785.41;63341785.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;1057171.19;0.00;0.00;0.00;0.00;1057171.19;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13616.75;13616.75;0.00
22.753.713/0001-69;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ESPIRITO SANTO;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;N;6612102.96;7639.66;6318196.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4715282.36;24407907000138;13.60;23250428000198;11.41;0;;0;;0;;0;;0;;0;;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;89876.18;0.00;1513037.94;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;286266.82;286266.77;0.05
22.802.113/0001-43;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MUSTANG MULTICARTEIRA;2019-03-31;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.;FECHADO;N;N;251113419.78;242.33;251113177.45;250577203.55;250577203.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;;;;;;;;;;104899.11;0.00;0.00;0.00;0.00;104899.11;0.00;431074.79;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
22.881.521/0001-38;JC HONORÁRIOS TDA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;N;20924573.69;0.00;3058.82;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;3058.82;0.00;0.00;0.00;0.00;3058.82;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20921514.87;0.00;20921514.87
22.945.783/0001-19;LEVE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;N;17377992.19;10520.79;17006887.70;13001171.69;12425130.55;544070.34;112626.86;34093.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2122.75;0.00;;0.00;0;;0;;0;;0;;0;;0;;0;;0;;477478.77;0.00;0.00;0.00;0.00;477478.77;0.00;131416.96;0.00;3396820.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;360583.70;360583.70;0.00
22.945.833/0001-68;ACB CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2019-03-31;15.489.568/0001-95;INTRADER DTVM LTDA;FECHADO;N;N;1870784.15;25423.42;1382285.22;1337613.55;529906.83;0.00;0.00;936157.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;128451.17;0.00;;;;;;;;;;;;;;;;;;;44671.67;0.00;0.00;0.00;0.00;44671.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;463075.51;463075.51;0.00
22.945.880/0001-01;REAG RECEBÍVEIS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS ABERTO;2019-03-31;12.063.256/0001-27;MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;ABERTO;N;N;7386239.87;2013540.43;4159213.28;4159213.28;4159213.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;0.00;;0.00;;0.00;;0.00;;0.00;;0.00;;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1213486.16;1213486.16;0.00
22.945.949/0001-05;PENCA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;N;10361132.12;6400.98;10354731.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;50100.59;0.00;10304630.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
22.998.896/0001-82;BRASIL PLURAL SPECIAL SITUATIONS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2019-03-31;27.652.684/0001-62;GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.;FECHADO;N;S;24202011.55;2004782.12;22197229.43;17928865.10;16908417.66;0.00;0.00;1041334.74;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20887.30;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4268364.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
23.006.061/0001-61;MARTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;N;26854051.76;6333.90;26598805.17;15905275.71;15084321.89;820953.82;400000.00;833333.34;0.00;0.00;0.00;0.00;0.00;0.00;0.00;833333.34;0.00;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10693529.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;248912.69;248912.69;0.00
23.029.136/0001-20;ROYAL OAK FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRO;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;ABERTO;N;N;12470336.48;122603.43;12347733.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;3376844.39;0.00;0.00;0.00;0.00;3376844.39;0.00;0.00;0.00;0.00;0.00;6875881.56;2095007.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
23.033.577/0001-03;ILLUMINATI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-03-31;67.030.395/0001-46;PLANNER TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;ABERTO;N;S;250552480.69;25415.11;250490262.16;37187361.47;47601349.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10413988.18;0.00;;;;;;;;;;;;;;;;;;;165866878.59;84647492.81;76412509.78;0.00;0.00;4806876.00;0.00;47436022.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;36803.42;36803.42;0.00
